date,Union,FDP,GRUENE,LINKE,SPD,PIRATEN,AfD,firm,date_from,sample_size
2015-01-12,43,3,10,9,23,NA,8,INSA YouGov,2015-01-09,2058
2015-01-14,42,4,9,9,24,NA,7,Emnid,2015-01-08,3243
2015-01-14,41,4,10,8,25,NA,6,Infratest dimap,2015-01-12,1017
2015-01-15,42,3,11,8,25,NA,6,FG Wahlen,2015-01-13,1287
2015-01-16,42,3,10,10,22,NA,6,Forsa,2015-01-12,2502
2015-01-19,42,3,10,10,24,NA,6,GMS,2015-01-14,1016
2015-01-19,42,4,10,9,23,NA,7,INSA YouGov,2015-01-16,2019
2015-01-21,41,4,10,9,25,NA,6,Emnid,2015-01-15,1850
2015-01-23,42,4,11,9,25,NA,6,Allensbach,2015-01-09,1455
2015-01-23,42,3,10,9,23,NA,6,Forsa,2015-01-19,2015
2015-01-26,42,3,10,9,24,NA,7,INSA YouGov,2015-01-23,2005
2015-01-28,40,3,10,10,25,NA,6,Emnid,2015-01-22,1889
2015-01-29,41,3,12,8,25,NA,6,FG Wahlen,2015-01-27,1258
2015-01-30,42,4,10,10,23,NA,5,Forsa,2015-01-26,2510
2015-02-02,41,3,10,9,25,NA,7,INSA YouGov,2015-01-30,2013
2015-02-04,40,3,10,10,26,NA,5,Emnid,2015-01-29,1859
2015-02-04,41,3,10,9,25,NA,6,Infratest dimap,2015-02-02,1503
2015-02-06,42,5,10,9,23,NA,6,Forsa,2015-02-02,2503
2015-02-09,41,3,11,9,25,NA,8,INSA YouGov,2015-02-06,2005
2015-02-11,41,4,10,10,25,NA,6,Emnid,2015-02-05,1947
2015-02-11,42,3,10,8,24,NA,7,Infratest dimap,2015-02-10,1023
2015-02-12,41,5,10,9,26,NA,6,Allensbach,2015-02-01,1400
2015-02-13,43,5,10,8,23,NA,5,Forsa,2015-02-09,2502
2015-02-17,42,3,10,9,24,NA,7,INSA YouGov,2015-02-13,2011
2015-02-18,41,4,9,9,26,NA,6,Emnid,2015-02-12,2337
2015-02-20,42,5,9,9,24,NA,6,Forsa,2015-02-16,2501
2015-02-23,42,4,11,9,23,NA,6,GMS,2015-02-18,1007
2015-02-23,41,3,10,9,25,NA,8,INSA YouGov,2015-02-20,1992
2015-02-25,41,4,9,9,25,NA,6,Emnid,2015-02-19,2307
2015-02-26,41,3,11,8,25,NA,7,FG Wahlen,2015-02-24,1154
2015-02-27,41,5,9,9,24,NA,7,Forsa,2015-02-23,2502
2015-03-02,41,3,10,9,24,NA,8,INSA YouGov,2015-02-27,2019
2015-03-04,40,4,10,9,25,NA,7,Emnid,2015-02-26,2318
2015-03-04,41,4,10,9,25,NA,6,Infratest dimap,2015-03-02,1506
2015-03-06,41,5,9,9,24,NA,6,Forsa,2015-03-02,2504
2015-03-09,41,3,10,9,25,NA,8,INSA YouGov,2015-03-06,1997
2015-03-11,41,4,11,9,24,NA,6,Emnid,2015-03-05,1925
2015-03-11,41,4,11,9,24,NA,6,Infratest dimap,2015-03-10,1000
2015-03-12,42,5,10,8,26,NA,6,Allensbach,2015-03-01,1500
2015-03-12,43,3,10,9,24,NA,6,FG Wahlen,2015-03-10,1266
2015-03-13,41,5,9,9,24,NA,6,Forsa,2015-03-09,2500
2015-03-16,41,4,10,10,23,NA,8,INSA YouGov,2015-03-13,1998
2015-03-17,41,4,10,9,24,NA,6,Emnid,2015-03-12,1006
2015-03-20,41,5,10,8,24,NA,5,Forsa,2015-03-16,2501
2015-03-23,42,5,10,8,25,NA,5,GMS,2015-03-18,1018
2015-03-23,41,4,10,9,24,NA,7,INSA YouGov,2015-03-20,2012
2015-03-25,42,5,9,8,25,NA,6,Emnid,2015-03-19,1854
2015-03-26,41,3,11,9,25,NA,6,FG Wahlen,2015-03-24,1219
2015-03-27,42,4,10,9,23,NA,6,Forsa,2015-03-23,2505
2015-03-30,43,3,10,9,24,NA,6,INSA YouGov,2015-03-27,1978
2015-04-01,42,4,9,9,25,NA,5,Emnid,2015-03-26,2299
2015-04-01,41,4,10,9,25,NA,6,Infratest dimap,2015-03-30,1501
2015-04-02,42,4,10,9,23,NA,6,Forsa,2015-03-30,2001
2015-04-07,42,3,9,9,24,NA,7,INSA YouGov,2015-04-03,2174
2015-04-08,41,4,10,9,25,NA,5,Emnid,2015-04-02,1404
2015-04-10,41,5,10,9,27,NA,6,Allensbach,2015-03-28,1430
2015-04-10,42,5,10,8,24,NA,5,Forsa,2015-04-07,2004
2015-04-13,41,3,10,10,24,NA,7,INSA YouGov,2015-04-10,2161
2015-04-15,41,4,10,9,25,NA,6,Emnid,2015-04-09,2326
2015-04-15,42,5,10,9,24,NA,5,GMS,2015-04-09,1015
2015-04-16,41,3,10,9,26,NA,6,FG Wahlen,2015-04-14,1224
2015-04-17,42,4,10,8,24,NA,6,Forsa,2015-04-13,2502
2015-04-20,41,4,10,9,25,NA,7,INSA YouGov,2015-04-17,2174
2015-04-22,41,4,10,8,25,NA,6,Emnid,2015-04-16,3210
2015-04-22,41,4,11,8,24,NA,6,Infratest dimap,2015-04-20,1002
2015-04-24,42,4,10,9,24,NA,4,Forsa,2015-04-20,2506
2015-04-27,41,3,11,9,25,NA,6,INSA YouGov,2015-04-24,2169
2015-04-29,41,3,10,9,25,NA,6,Emnid,2015-04-23,3631
2015-04-30,42,4,10,9,24,NA,4,Forsa,2015-04-27,2001
2015-05-04,41,3,10,10,25,NA,6,INSA YouGov,2015-05-01,2148
2015-05-06,40,3,10,10,25,NA,6,Emnid,2015-05-02,1848
2015-05-06,40,4,10,9,25,NA,6,Infratest dimap,2015-05-04,1506
2015-05-08,42,5,10,9,26,NA,5,Allensbach,2015-05-02,1450
2015-05-08,41,4,12,9,23,NA,5,Forsa,2015-05-04,2502
2015-05-11,42,3,9,10,25,NA,6,INSA YouGov,2015-05-08,2149
2015-05-12,40,4,10,9,25,NA,5,Emnid,2015-05-07,1941
2015-05-13,41,4,11,10,25,NA,5,GMS,2015-05-07,1010
2015-05-15,40,6,11,9,22,NA,5,Forsa,2015-05-11,2003
2015-05-18,41,5,10,10,24,NA,6,INSA YouGov,2015-05-15,2175
2015-05-20,40,5,9,9,26,NA,5,Emnid,2015-05-15,2302
2015-05-20,41,5,9,9,26,NA,5,Infratest dimap,2015-05-18,1011
2015-05-21,40,4,11,9,26,NA,5,FG Wahlen,2015-05-19,1230
2015-05-22,39,7,11,9,23,NA,4,Forsa,2015-05-18,2503
2015-05-25,41,5,10,10,25,NA,6,INSA YouGov,2015-05-22,2163
2015-05-27,40,6,10,9,25,NA,5,Emnid,2015-05-21,1816
2015-05-29,40,6,10,10,23,NA,5,Forsa,2015-05-26,2502
2015-06-01,41,5,10,9,25,NA,5,INSA YouGov,2015-05-29,2168
2015-06-02,40,5,10,10,25,NA,5,Emnid,2015-05-28,1467
2015-06-02,40,6,10,9,25,NA,5,Infratest dimap,2015-06-01,1503
2015-06-05,41,6,10,9,24,NA,4,Forsa,2015-06-01,2504
2015-06-08,40,5,10,10,24,NA,5,INSA YouGov,2015-06-05,2189
2015-06-10,40,5,10,9,25,NA,5,Emnid,2015-06-03,2277
2015-06-11,41,4,11,10,25,NA,4,FG Wahlen,2015-06-09,1230
2015-06-12,41,5,11,9,23,NA,5,Forsa,2015-06-08,2502
2015-06-14,42,5,10,9,26,NA,4,Allensbach,2015-06-01,1400
2015-06-15,41,5,10,11,24,NA,5,INSA YouGov,2015-06-12,2177
2015-06-17,40,5,10,9,25,NA,5,Emnid,2015-06-11,2716
2015-06-17,40,5,10,10,25,NA,5,Infratest dimap,2015-06-15,1001
2015-06-19,41,5,10,10,23,NA,4,Forsa,2015-06-15,2501
2015-06-22,40,4,10,10,25,NA,5,INSA YouGov,2015-06-19,2179
2015-06-24,41,4,10,10,24,NA,5,Emnid,2015-06-18,2746
2015-06-24,42,5,10,9,24,NA,4,GMS,2015-06-18,1012
2015-06-26,42,5,10,10,23,NA,4,Forsa,2015-06-22,2505
2015-06-29,40,5,10,10,25,NA,5,INSA YouGov,2015-06-26,2187
2015-07-01,40,4,11,10,24,NA,5,Emnid,2015-06-25,2247
2015-07-01,40,5,11,10,25,NA,5,Infratest dimap,2015-06-29,1501
2015-07-02,41,4,11,9,26,NA,4,FG Wahlen,2015-06-30,1234
2015-07-03,42,5,11,10,23,NA,4,Forsa,2015-06-29,2502
2015-07-06,43,4,10,9,24,NA,4,INSA YouGov,2015-07-03,2189
2015-07-08,42,4,10,10,26,NA,3,Emnid,2015-07-02,1842
2015-07-10,42,4,11,10,23,NA,4,Forsa,2015-07-06,2503
2015-07-13,41,6,10,10,26,NA,4,Allensbach,2015-07-01,1400
2015-07-13,42,4,10,10,26,NA,4,INSA YouGov,2015-07-10,2178
2015-07-15,43,4,11,9,25,NA,4,Emnid,2015-07-09,1942
2015-07-15,41,6,11,9,24,NA,4,Infratest dimap,2015-07-14,1029
2015-07-17,41,5,10,10,24,NA,4,Forsa,2015-07-13,2501
2015-07-20,42,4,10,10,25,NA,3,INSA YouGov,2015-07-17,2187
2015-07-22,43,4,10,10,24,NA,3,Emnid,2015-07-16,1471
2015-07-22,42,5,10,9,24,NA,4,GMS,2015-07-16,1007
2015-07-23,41,4,11,9,25,NA,4,FG Wahlen,2015-07-21,1304
2015-07-24,42,4,10,10,23,NA,3,Forsa,2015-07-20,2501
2015-07-27,42,4,10,10,26,NA,3,INSA YouGov,2015-07-24,2167
2015-07-29,43,4,10,9,24,NA,3,Emnid,2015-07-23,1860
2015-07-29,42,5,11,9,24,NA,4,Infratest dimap,2015-07-27,1504
2015-07-31,41,5,10,9,24,NA,3,Forsa,2015-07-27,2501
2015-08-03,43,4,10,10,25,NA,3,INSA YouGov,2015-07-31,2166
2015-08-05,43,4,10,10,24,NA,4,Emnid,2015-07-30,1858
2015-08-07,43,5,10,9,23,NA,3,Forsa,2015-08-03,2500
2015-08-10,43,5,11,9,23,NA,4,INSA YouGov,2015-08-07,2161
2015-08-12,43,4,11,10,24,NA,3,Emnid,2015-08-06,2436
2015-08-12,42,4,11,9,24,NA,4,Infratest dimap,2015-08-11,1033
2015-08-14,42,6,10,9,26,NA,4,Allensbach,2015-08-01,1400
2015-08-14,43,4,10,10,23,NA,3,Forsa,2015-08-10,2500
2015-08-17,41,5,11,9,25,NA,4,INSA YouGov,2015-08-14,2178
2015-08-19,42,4,10,10,24,NA,4,Emnid,2015-08-13,2311
2015-08-20,42,4,10,9,26,NA,3,FG Wahlen,2015-08-18,1251
2015-08-21,41,4,10,11,23,NA,4,Forsa,2015-08-17,2500
2015-08-24,42,4,11,10,24,NA,4,INSA YouGov,2015-08-21,2169
2015-08-26,41,4,10,10,24,NA,4,Emnid,2015-08-20,2311
2015-08-26,42,5,10,10,25,NA,3,GMS,2015-08-20,1013
2015-08-28,40,5,11,11,24,NA,3,Forsa,2015-08-24,2504
2015-08-31,42,4,10,10,24,NA,5,INSA YouGov,2015-08-28,2169
2015-09-02,41,4,11,10,24,NA,4,Emnid,2015-08-27,2800
2015-09-02,42,4,12,8,24,NA,4,Infratest dimap,2015-08-31,1501
2015-09-04,41,4,10,10,24,NA,4,Forsa,2015-08-31,2503
2015-09-07,42,4,11,10,24,NA,5,INSA YouGov,2015-09-04,2151
2015-09-09,41,4,11,10,25,NA,4,Emnid,2015-09-03,2332
2015-09-09,42,4,11,9,25,NA,4,Infratest dimap,2015-09-07,1021
2015-09-10,42,4,10,8,26,NA,4,FG Wahlen,2015-09-08,1352
2015-09-11,41,4,10,10,24,NA,4,Forsa,2015-09-07,2501
2015-09-12,42,6,10,9,26,NA,4,Allensbach,2015-09-01,1400
2015-09-14,40,4,10,10,24,NA,6,INSA YouGov,2015-09-11,2172
2015-09-16,40,5,10,9,24,NA,5,Emnid,2015-09-10,1882
2015-09-16,42,4,10,9,24,NA,4,GMS,2015-09-10,1010
2015-09-18,40,5,10,10,24,NA,4,Forsa,2015-09-14,2501
2015-09-21,40,4,10,10,25,NA,6,INSA YouGov,2015-09-18,2187
2015-09-23,40,4,10,10,25,NA,6,Emnid,2015-09-17,1956
2015-09-24,41,4,10,9,26,NA,5,FG Wahlen,2015-09-22,1252
2015-09-25,40,5,10,10,24,NA,5,Forsa,2015-09-21,2506
2015-09-28,39,4,11,11,24,NA,6,INSA YouGov,2015-09-25,2201
2015-09-30,40,4,9,10,25,NA,5,Emnid,2015-09-24,2329
2015-09-30,40,5,10,9,24,NA,6,Infratest dimap,2015-09-28,1501
2015-10-02,39,5,9,9,25,NA,7,Forsa,2015-09-28,2505
2015-10-05,39,5,10,10,24,NA,6,INSA YouGov,2015-10-02,2183
2015-10-07,38,5,9,10,25,NA,6,Emnid,2015-10-01,1871
2015-10-07,40,5,10,9,25,NA,5,GMS,2015-10-01,1014
2015-10-08,41,4,9,9,25,NA,6,FG Wahlen,2015-10-06,1268
2015-10-09,38,5,10,9,25,NA,7,Forsa,2015-10-05,2502
2015-10-12,38,5,10,9,25,NA,7,INSA YouGov,2015-10-09,2190
2015-10-14,37,5,9,10,26,NA,7,Emnid,2015-10-08,1496
2015-10-16,38,6,10,9,26,NA,7,Allensbach,2015-10-03,1400
2015-10-16,38,4,11,10,24,NA,7,Forsa,2015-10-12,2502
2015-10-19,37,5,10,10,25,NA,8,INSA YouGov,2015-10-16,2173
2015-10-21,36,5,10,10,26,NA,7,Emnid,2015-10-15,2312
2015-10-21,38,5,11,9,24,NA,8,Infratest dimap,2015-10-19,1000
2015-10-22,39,5,10,9,25,NA,6,FG Wahlen,2015-10-20,1258
2015-10-23,36,6,11,9,24,NA,6,Forsa,2015-10-19,2501
2015-10-26,35,5,11,10,25,NA,9,INSA YouGov,2015-10-23,2196
2015-10-28,36,5,10,10,25,NA,8,Emnid,2015-10-22,1869
2015-10-30,36,5,11,9,24,NA,7,Forsa,2015-10-26,2504
2015-11-02,36,6,10,10,25,NA,8,INSA YouGov,2015-10-30,2173
2015-11-04,36,4,10,9,26,NA,9,Emnid,2015-10-29,2442
2015-11-04,37,5,11,9,24,NA,8,Infratest dimap,2015-11-02,1503
2015-11-06,38,5,10,8,25,NA,7,Forsa,2015-11-02,2503
2015-11-09,34,6,10,11,24,NA,10,INSA YouGov,2015-11-06,2017
2015-11-11,38,6,10,10,26,NA,7,Allensbach,2015-11-01,1448
2015-11-11,37,5,10,9,25,NA,8,Emnid,2015-11-05,2412
2015-11-12,39,4,9,9,26,NA,8,FG Wahlen,2015-11-10,1262
2015-11-13,36,5,10,9,25,NA,8,Forsa,2015-11-09,2504
2015-11-16,35,5,10,10,24,NA,11,INSA YouGov,2015-11-13,2057
2015-11-18,37,5,9,9,26,NA,7,Emnid,2015-11-12,2319
2015-11-18,39,4,10,9,23,NA,9,GMS,2015-11-12,1005
2015-11-19,37,5,10,8,25,NA,9,Infratest dimap,2015-11-16,1851
2015-11-22,39,5,10,9,24,NA,7,Forsa,2015-11-16,2502
2015-11-23,35,6,9,11,23,NA,10,INSA YouGov,2015-11-20,2025
2015-11-25,38,4,10,10,25,NA,8,Emnid,2015-11-19,2356
2015-11-26,39,4,9,8,25,NA,9,FG Wahlen,2015-11-24,1246
2015-11-27,39,5,10,9,24,NA,6,Forsa,2015-11-23,2501
2015-11-30,35,6,10,10,24,NA,11,INSA YouGov,2015-11-27,2016
2015-12-01,37,4,11,8,25,NA,10,Infratest dimap,2015-11-30,1503
2015-12-02,37,4,10,10,25,NA,8,Emnid,2015-11-26,2352
2015-12-04,38,4,10,9,24,NA,8,Forsa,2015-11-30,2506
2015-12-07,35,6,10,10,24,NA,10,INSA YouGov,2015-12-04,2012
2015-12-09,37,4,9,10,26,NA,8,Emnid,2015-12-03,2321
2015-12-10,38,5,10,9,26,NA,8,Allensbach,2015-11-28,1457
2015-12-10,39,4,10,9,24,NA,9,FG Wahlen,2015-12-08,1246
2015-12-11,39,4,11,9,24,NA,8,Forsa,2015-12-07,2502
2015-12-14,35,6,9,10,24,NA,10,INSA YouGov,2015-12-11,2030
2015-12-16,38,5,9,9,25,NA,8,Emnid,2015-12-10,2821
2015-12-16,38,4,10,8,24,NA,10,Infratest dimap,2015-12-14,1021
2015-12-18,39,4,10,10,24,NA,8,Forsa,2015-12-14,2504
2015-12-21,36,6,10,11,23,NA,10,INSA YouGov,2015-12-18,2066
2015-12-22,39,4,9,10,24,NA,9,Emnid,2015-12-17,1832
2015-12-23,38,5,10,10,23,NA,8,Forsa,2015-12-21,1501
2015-12-30,38,5,10,10,23,NA,8,Forsa,2015-12-28,1503
2016-01-02,32,6,10,12,21,NA,15,INSA YouGov,2016-12-30,2099
2016-01-06,39,4,10,10,23,NA,8,Emnid,2016-01-05,940
2016-01-07,39,4,11,8,24,NA,9,Infratest dimap,2016-01-05,1504
2016-01-08,38,5,10,10,23,NA,9,Forsa,2016-01-04,2503
2016-01-11,35,6,10,10,22,NA,12,INSA YouGov,2016-01-08,2039
2016-01-13,38,5,10,9,24,NA,9,Emnid,2016-01-07,2016
2016-01-13,37,4,10,8,25,NA,10,Infratest dimap,2016-01-12,1027
2016-01-14,37,5,10,8,24,NA,11,FG Wahlen,2016-01-12,1203
2016-01-15,37,5,10,9,23,NA,10,Forsa,2016-01-11,2501
2016-01-18,33,7,10,10,23,NA,13,INSA YouGov,2016-01-15,2051
2016-01-20,36,5,9,9,25,NA,10,Emnid,2016-01-14,1875
2016-01-21,35,7,9,10,25,NA,10,Allensbach,2016-01-07,1431
2016-01-22,36,5,10,10,24,NA,10,Forsa,2016-01-18,2505
2016-01-25,33,6,10,9,23,NA,13,INSA YouGov,2016-01-22,2047
2016-01-27,34,5,9,10,24,NA,12,Emnid,2016-01-21,1638
2016-01-28,37,5,11,8,24,NA,11,FG Wahlen,2016-01-26,1380
2016-01-29,36,5,10,9,24,NA,10,Forsa,2016-01-25,2501
2016-02-01,33,6,10,10,23,NA,13,INSA YouGov,2016-01-29,2007
2016-02-02,35,5,10,9,24,NA,12,Infratest dimap,2016-02-01,1504
2016-02-03,35,4,9,10,24,NA,12,Emnid,2016-01-28,2306
2016-02-05,36,5,10,9,24,NA,10,Forsa,2016-02-01,2500
2016-02-09,33,6,11,11,22,NA,12,INSA YouGov,2016-02-05,2054
2016-02-10,35,5,9,9,24,NA,12,Emnid,2016-02-04,2090
2016-02-11,34,7,10,10,24,NA,11,Allensbach,2016-02-01,1521
2016-02-12,35,6,11,10,23,NA,9,Forsa,2016-02-08,2501
2016-02-15,33,7,11,10,23,NA,13,INSA YouGov,2016-02-12,2014
2016-02-17,35,4,10,10,24,NA,12,Emnid,2016-02-11,2409
2016-02-17,37,5,9,10,24,NA,11,GMS,2016-02-12,1009
2016-02-18,36,5,10,9,25,NA,10,FG Wahlen,2016-02-16,1289
2016-02-19,35,6,10,10,24,NA,10,Forsa,2016-02-15,2502
2016-02-22,33,7,11,10,23,NA,13,INSA YouGov,2016-02-19,2001
2016-02-24,36,5,10,9,24,NA,11,Emnid,2016-02-18,1978
2016-02-24,37,6,11,8,23,NA,10,Infratest dimap,2016-02-23,1028
2016-02-26,35,6,10,10,24,NA,9,Forsa,2016-02-22,2503
2016-02-27,36,6,10,9,23,NA,11,Infratest dimap,2016-02-26,1505
2016-02-29,33,7,11,11,23,NA,12,INSA YouGov,2016-02-26,2007
2016-03-02,35,5,10,10,24,NA,11,Emnid,2016-02-25,1869
2016-03-04,35,6,11,9,23,NA,10,Forsa,2016-02-29,2501
2016-03-07,33,7,11,10,23,NA,12,INSA YouGov,2016-03-04,2011
2016-03-09,36,5,11,9,24,NA,11,Emnid,2016-03-03,2340
2016-03-10,35,7,10,9,25,NA,11,Allensbach,2016-02-26,1456
2016-03-11,35,7,10,10,22,NA,11,Forsa,2016-03-07,2505
2016-03-14,32,7,10,11,22,NA,13,INSA YouGov,2016-03-11,2004
2016-03-16,34,6,13,9,22,NA,13,Emnid,2016-03-10,2424
2016-03-16,36,7,10,8,21,NA,14,GMS,2016-03-14,1010
2016-03-17,35,6,12,8,23,NA,12,FG Wahlen,2016-03-15,1205
2016-03-18,35,6,13,8,20,NA,13,Forsa,2016-03-14,2501
2016-03-21,33,7,11,11,22,NA,12,INSA YouGov,2016-03-18,2022
2016-03-22,34,7,12,8,22,NA,13,Infratest dimap,2016-03-21,1000
2016-03-23,34,6,13,9,22,NA,12,Emnid,2016-03-17,2828
2016-03-24,36,7,13,8,20,NA,10,Forsa,2016-03-21,2005
2016-03-29,32,6,13,11,20,NA,13,INSA YouGov,2016-03-24,1873
2016-03-30,33,6,13,8,22,NA,13,Emnid,2016-03-24,1405
2016-04-01,35,7,13,8,21,NA,10,Forsa,2016-03-29,2004
2016-04-04,32,8,13,9,20,NA,13,INSA YouGov,2016-04-01,2036
2016-04-06,34,7,13,8,22,NA,12,Emnid,2016-03-31,2240
2016-04-06,34,7,13,7,21,NA,14,Infratest dimap,2016-04-04,1505
2016-04-07,36,7,12,7,22,NA,12,FG Wahlen,2016-04-05,1261
2016-04-08,34,7,14,9,21,NA,10,Forsa,2016-04-04,2506
2016-04-11,32,8,14,10,20,NA,13,INSA YouGov,2016-04-08,1997
2016-04-13,33,7,13,9,22,NA,11,Emnid,2016-04-07,1941
2016-04-14,34,8,11,9,23,NA,11,Allensbach,2016-04-01,1388
2016-04-15,34,7,13,9,21,NA,11,Forsa,2016-04-11,2504
2016-04-18,32,7,13,10,20,NA,14,INSA YouGov,2016-04-16,2010
2016-04-20,33,6,13,9,22,NA,12,Emnid,2016-04-14,2393
2016-04-20,35,7,12,9,21,NA,11,GMS,2016-04-15,1008
2016-04-20,33,7,12,8,21,NA,14,Infratest dimap,2016-04-18,1011
2016-04-21,33,7,14,8,22,NA,12,FG Wahlen,2016-04-19,1226
2016-04-22,33,8,13,9,22,NA,10,Forsa,2016-04-18,2502
2016-04-25,31,8,14,10,20,NA,14,INSA YouGov,2016-04-22,2054
2016-04-27,33,6,12,9,22,NA,13,Emnid,2016-04-21,2805
2016-04-29,34,8,13,9,21,NA,9,Forsa,2016-04-25,2501
2016-05-02,32,8,13,10,20,NA,14,INSA YouGov,2016-04-29,2036
2016-05-03,32,6,12,9,22,NA,14,Emnid,2016-04-28,1838
2016-05-03,33,6,13,8,20,NA,15,Infratest dimap,2016-05-02,1503
2016-05-06,34,8,13,9,21,NA,10,Forsa,2016-05-02,2002
2016-05-09,31,8,13,10,20,NA,15,INSA YouGov,2016-05-04,2048
2016-05-11,33,5,13,9,23,NA,13,Emnid,2016-05-06,1922
2016-05-12,34,8,12,9,21,NA,13,Allensbach,2016-04-28,1474
2016-05-12,33,7,14,8,21,NA,13,FG Wahlen,2016-05-10,1263
2016-05-13,34,7,14,9,19,NA,11,Forsa,2016-05-09,2501
2016-05-17,31,8,13,11,20,NA,15,INSA YouGov,2016-05-13,1947
2016-05-18,32,6,12,9,22,NA,13,Emnid,2016-05-13,1485
2016-05-18,32,7,12,9,21,NA,15,Infratest dimap,2016-05-17,1015
2016-05-20,33,6,14,9,20,NA,12,Forsa,2016-05-17,2006
2016-05-23,31,7,13,10,20,NA,15,INSA YouGov,2016-05-20,2022
2016-05-24,33,6,12,9,21,NA,14,Emnid,2016-05-19,2881
2016-05-27,34,6,13,9,21,NA,10,Forsa,2016-05-23,2502
2016-05-30,30,8,13,10,19,NA,15,INSA YouGov,2016-05-25,2053
2016-06-01,33,6,13,9,22,NA,12,Emnid,2016-05-25,1851
2016-06-01,32,7,13,8,21,NA,13,GMS,2016-05-27,1004
2016-06-01,32,6,13,9,21,NA,15,Infratest dimap,2016-05-30,1506
2016-06-02,33,6,13,9,21,NA,13,FG Wahlen,2016-05-31,1292
2016-06-03,34,7,13,10,21,NA,10,Forsa,2016-05-30,2501
2016-06-06,30,8,13,11,19,NA,14,INSA YouGov,2016-06-03,2032
2016-06-09,34,8,12,9,21,NA,12,Allensbach,2016-05-27,1396
2016-06-10,33,6,13,10,21,NA,11,Forsa,2016-06-06,2505
2016-06-13,30,8,12,11,20,NA,14,INSA YouGov,2016-06-10,2047
2016-06-15,33,6,13,9,22,NA,12,Emnid,2016-06-09,2744
2016-06-15,31,7,14,9,21,NA,14,Infratest dimap,2016-06-13,1000
2016-06-17,33,6,13,9,21,NA,11,Forsa,2016-06-13,2503
2016-06-20,31,7,13,11,20,NA,13,INSA YouGov,2016-06-17,2017
2016-06-22,32,6,13,9,23,NA,12,Emnid,2016-06-16,1905
2016-06-23,34,6,12,9,22,NA,12,FG Wahlen,2016-06-20,1224
2016-06-24,34,6,12,9,22,NA,10,Forsa,2016-06-20,2501
2016-06-27,30,8,13,11,19,NA,14,INSA YouGov,2016-06-24,2054
2016-06-29,33,6,12,10,23,NA,11,Emnid,2016-06-23,1936
2016-07-01,35,6,13,10,21,NA,9,Forsa,2016-06-27,2504
2016-07-04,30,8,12,10,21,NA,15,INSA YouGov,2016-07-01,2001
2016-07-06,35,5,13,9,23,NA,10,Emnid,2016-07-02,1402
2016-07-06,34,6,13,9,22,NA,12,Infratest dimap,2016-07-04,1504
2016-07-07,34,6,13,9,23,NA,11,FG Wahlen,2016-07-04,1320
2016-07-08,36,6,12,9,23,NA,8,Forsa,2016-07-04,2503
2016-07-11,31,8,12,11,21,NA,13,INSA YouGov,2016-07-08,2034
2016-07-13,35,5,12,9,24,NA,10,Emnid,2016-07-07,1973
2016-07-13,34,7,13,9,22,NA,9,GMS,2016-07-08,1005
2016-07-13,33,6,14,8,22,NA,12,Infratest dimap,2016-07-12,1037
2016-07-14,36,7,12,10,23,NA,10,Allensbach,2016-07-01,1466
2016-07-15,35,7,12,9,22,NA,9,Forsa,2016-07-11,2502
2016-07-18,32,7,12,12,21,NA,11,INSA YouGov,2016-07-15,2038
2016-07-20,35,5,12,10,23,NA,10,Emnid,2016-07-14,1870
2016-07-21,35,5,13,8,24,NA,11,FG Wahlen,2016-07-19,1271
2016-07-22,35,6,13,9,22,NA,9,Forsa,2016-07-18,2508
2016-07-25,32,7,12,12,22,NA,12,INSA YouGov,2016-07-22,2049
2016-07-27,35,5,11,9,23,NA,12,Emnid,2016-07-21,2815
2016-07-29,35,6,12,9,23,NA,9,Forsa,2016-07-25,2508
2016-08-01,32,7,11,11,21,NA,13,INSA YouGov,2016-07-30,1973
2016-08-03,34,6,12,10,22,NA,11,Emnid,2016-07-28,2815
2016-08-03,34,5,13,9,22,NA,12,Infratest dimap,2016-08-01,1503
2016-08-05,36,5,13,10,21,NA,9,Forsa,2016-08-01,2501
2016-08-08,34,6,14,9,21,NA,11,Emnid,2016-06-02,1838
2016-08-08,32,7,12,12,21,NA,13,INSA YouGov,2016-08-05,2056
2016-08-10,34,6,12,10,22,NA,11,Emnid,2016-08-04,2352
2016-08-11,35,6,13,9,22,NA,11,FG Wahlen,2016-08-09,1221
2016-08-12,36,6,13,9,21,NA,9,Forsa,2016-08-08,2501
2016-08-15,31,7,11,12,21,NA,14,INSA YouGov,2016-08-12,2046
2016-08-17,35,8,12,9,23,NA,10,Allensbach,2016-08-03,1496
2016-08-17,34,5,13,9,23,NA,10,Emnid,2016-08-11,2358
2016-08-19,35,6,12,9,22,NA,10,Forsa,2016-08-15,2504
2016-08-22,31,7,12,11,21,NA,14,INSA YouGov,2016-08-19,2020
2016-08-24,34,5,12,10,22,NA,11,Emnid,2016-08-18,1981
2016-08-24,33,5,12,9,22,NA,13,Infratest dimap,2016-08-23,1008
2016-08-26,33,6,12,9,22,NA,12,Forsa,2016-08-22,2503
2016-08-29,31,7,12,11,21,NA,15,INSA YouGov,2016-08-26,2013
2016-08-31,34,6,11,9,23,NA,12,Emnid,2016-08-25,1966
2016-08-31,33,5,11,9,23,NA,14,Infratest dimap,2016-08-29,1504
2016-09-02,33,7,12,8,22,NA,12,Forsa,2016-08-29,2501
2016-09-02,32,7,12,10,22,NA,13,IPSOS,2016-08-26,1063
2016-09-05,31,7,12,10,22,NA,15,INSA YouGov,2016-09-02,2071
